City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Saldanha,ZA,2021-02-02 21:41:30,-33.0117,17.9442,66.2,77,0,11.5
293,Viedma,AR,2021-02-02 21:44:03,-40.8135,-62.9967,82.99,32,48,16.17
294,Najran,SA,2021-02-02 21:40:09,17.4924,44.1277,59.0,44,0,1.41
295,Atar,MR,2021-02-02 21:42:53,20.5169,-13.0499,71.69,19,0,6.33
296,Sioux Lookout,CA,2021-02-02 21:40:05,50.1001,-91.917,24.8,80,90,6.91
297,Timra,SE,2021-02-02 21:47:57,62.487,17.3257,12.99,85,90,11.5
298,Lompoc,US,2021-02-02 21:43:05,34.6391,-120.4579,61.0,82,1,16.11
299,Sobolevo,RU,2021-02-02 21:40:58,54.4299,31.8996,14.16,95,100,10.25
300,Lashio,MM,2021-02-02 21:47:58,22.9333,97.75,47.07,59,0,1.28
301,Monclova,MX,2021-02-02 21:47:58,26.9,-101.4167,66.99,22,35,5.39
302,Finschhafen,PG,2021-02-02 21:47:58,-6.6024,147.8681,81.97,76,100,4.29
303,Ploemeur,FR,2021-02-02 21:47:58,47.7333,-3.4333,52.0,93,75,12.66
304,Staryy Nadym,RU,2021-02-02 21:47:58,65.6118,72.6842,10.02,96,87,7.49
305,Verkhoyansk,RU,2021-02-02 21:46:00,67.5447,133.385,-36.24,80,100,3.22
306,Christchurch,NZ,2021-02-02 21:47:59,-43.5333,172.6333,66.0,77,90,9.22
307,Eguia,PH,2021-02-02 21:47:59,15.9065,119.8858,72.82,75,0,6.06
308,Kalemie,CD,2021-02-02 21:47:59,-5.9475,29.1947,70.34,80,41,1.74
309,Yenagoa,NG,2021-02-02 21:45:00,4.9247,6.2642,78.84,84,16,4.45
310,Hobyo,SO,2021-02-02 21:41:53,5.3505,48.5268,74.75,73,73,16.44
311,Veraval,IN,2021-02-02 21:47:59,20.9,70.3667,71.13,46,0,11.83
312,Pandan,PH,2021-02-02 21:48:00,14.0453,124.1694,77.7,83,94,14.52
313,Igdir,TR,2021-02-02 21:48:00,39.9237,44.045,28.4,86,16,1.83
314,Saskylakh,RU,2021-02-02 21:42:11,71.9167,114.0833,-4.67,91,100,13.29
315,Flinders,AU,2021-02-02 21:46:16,-34.5833,150.8552,68.0,60,7,8.01
316,Mexticacan,MX,2021-02-02 21:48:00,21.2654,-102.7798,75.2,16,75,2.3
317,Gdynia,PL,2021-02-02 21:48:00,54.5189,18.5319,32.0,86,90,5.75
318,Schrobenhausen,DE,2021-02-02 21:48:00,48.55,11.2667,50.0,87,75,9.22
319,San Juan De Los Morros,VE,2021-02-02 21:48:01,9.9115,-67.3538,84.24,36,13,3.98
320,Boma,GH,2021-02-02 21:48:01,7.0805,-2.1697,78.44,62,1,4.25
321,Robertsport,LR,2021-02-02 21:44:38,6.7533,-11.3686,80.13,86,0,8.12
322,Westport,US,2021-02-02 21:48:01,41.1415,-73.3579,35.6,75,90,12.66
323,Soyo,AO,2021-02-02 21:44:44,-6.1349,12.3689,79.39,81,100,7.14
324,Zilupe,LV,2021-02-02 21:48:02,56.3862,28.1217,22.91,97,100,12.8
325,Lasa,IT,2021-02-02 21:44:54,46.6166,10.7002,34.0,93,0,2.3
326,Conde,BR,2021-02-02 21:48:02,-7.2597,-34.9075,80.6,78,20,11.5
327,Pajan,EC,2021-02-02 21:48:02,-1.5667,-80.4167,81.41,76,72,4.68
328,Champerico,GT,2021-02-02 21:48:02,14.3,-91.9167,91.4,46,20,13.8
329,Morondava,MG,2021-02-02 21:43:13,-20.2833,44.2833,83.44,78,42,6.38
330,Mangan,IN,2021-02-02 21:48:02,27.5167,88.5333,52.41,39,2,5.7
331,Dingle,PH,2021-02-02 21:43:46,10.9995,122.6711,73.56,92,100,8.28
332,Noumea,NC,2021-02-02 21:47:26,-22.2763,166.4572,75.99,100,90,24.16
333,Long Beach,US,2021-02-02 21:45:56,33.767,-118.1892,72.0,37,1,10.36
334,Oktyabrskiy,RU,2021-02-02 21:45:09,54.4815,53.471,14.81,96,100,2.73
335,Port Moresby,PG,2021-02-02 21:48:03,-9.4431,147.1797,75.2,100,75,11.5
336,Sibenik,HR,2021-02-02 21:48:03,43.7272,15.9058,46.4,93,0,3.44
337,Nanortalik,GL,2021-02-02 21:39:34,60.1432,-45.2371,16.3,85,0,17.18
338,Santa Rosa,PH,2021-02-02 21:47:17,14.3122,121.1114,75.99,83,20,12.26
339,Touros,BR,2021-02-02 21:39:16,-5.1989,-35.4608,80.6,74,40,12.66
340,Mayenne,FR,2021-02-02 21:48:04,48.3333,-0.6667,50.0,87,90,6.91
341,Basco,PH,2021-02-02 21:48:04,20.4487,121.9702,71.31,81,68,30.02
342,Colares,PT,2021-02-02 21:48:04,38.7992,-9.4469,60.01,92,99,22.15
343,Concordia,AR,2021-02-02 21:45:12,-31.393,-58.0209,66.2,100,75,12.66
344,Sibu,MY,2021-02-02 21:48:04,2.3,111.8167,75.2,100,40,1.12
345,Saint-Pierre,RE,2021-02-02 21:44:05,-21.3393,55.4781,80.6,74,40,4.61
346,Bengkulu,ID,2021-02-02 21:41:03,-3.8004,102.2655,75.16,88,100,5.7
347,Grand Gaube,MU,2021-02-02 21:43:54,-20.0064,57.6608,79.0,78,15,4.0
348,Shunyi,CN,2021-02-02 21:48:05,40.125,116.6453,21.0,61,0,4.47
349,Latung,PH,2021-02-02 21:48:05,5.5,120.8833,81.07,78,100,3.62
350,Camalu,MX,2021-02-02 21:48:05,30.85,-116.0667,72.0,46,100,4.0
351,Paamiut,GL,2021-02-02 21:43:54,61.994,-49.6678,6.01,81,0,15.43
352,Sabha,LY,2021-02-02 21:48:06,27.0377,14.4283,51.24,61,1,5.37
353,Kedrovyy,RU,2021-02-02 21:43:04,56.1667,91.8167,-4.0,84,40,7.81
354,Kodinsk,RU,2021-02-02 21:48:06,58.6881,99.1844,-11.38,88,100,3.53
355,Krasnyy Chikoy,RU,2021-02-02 21:48:06,50.3643,108.7512,-6.16,87,100,3.8
356,Sarakhs,IR,2021-02-02 21:48:06,36.5449,61.1577,39.2,81,0,2.3
357,Podgornoye,RU,2021-02-02 21:48:06,51.735,39.1496,26.6,93,90,6.71
358,Tilichiki,RU,2021-02-02 21:44:27,60.4667,166.1,13.64,97,94,7.38
359,Kaeo,NZ,2021-02-02 21:48:06,-35.1,173.7833,73.99,59,2,4.0
360,Margate,GB,2021-02-02 21:48:06,51.3813,1.3862,51.01,85,56,5.99
361,Jalu,LY,2021-02-02 21:43:51,29.0331,21.5482,56.84,47,26,2.95
362,Sibolga,ID,2021-02-02 21:48:07,1.7427,98.7792,75.54,80,98,3.94
363,Bandarbeyla,SO,2021-02-02 21:39:19,9.4942,50.8122,72.77,71,11,14.76
364,Fortuna,US,2021-02-02 21:43:35,40.5982,-124.1573,55.0,66,20,8.05
365,Duluth,US,2021-02-02 21:45:18,46.7833,-92.1066,26.6,68,90,3.4
366,Lavrentiya,RU,2021-02-02 21:48:07,65.5833,-171.0,4.96,87,100,21.3
367,Manhuacu,BR,2021-02-02 21:48:07,-20.2581,-42.0336,69.46,87,100,1.66
368,Tessalit,ML,2021-02-02 21:48:07,20.1986,1.0114,68.58,21,29,10.83
369,Misratah,LY,2021-02-02 21:48:08,32.3754,15.0925,60.37,69,0,14.97
370,Oksovskiy,RU,2021-02-02 21:48:08,62.6062,39.8984,1.4,93,8,4.43
371,Japura,ID,2021-02-02 21:48:08,-0.3167,102.35,72.05,97,100,1.63
372,Turukhansk,RU,2021-02-02 21:39:07,65.8167,87.9833,-5.48,91,100,9.82
373,Sebezh,RU,2021-02-02 21:48:08,56.2955,28.4654,22.08,97,100,13.67
374,Ilulissat,GL,2021-02-02 21:39:21,69.2167,-51.1,-2.2,65,6,17.27
375,Kuryk,KZ,2021-02-02 21:48:09,43.2,51.65,47.62,69,84,21.81
376,Axim,GH,2021-02-02 21:44:43,4.8699,-2.2405,79.63,84,6,7.94
377,Las Juntas,MX,2021-02-02 21:48:09,19.4167,-104.7,80.6,83,40,11.5
378,Yagodnoye,RU,2021-02-02 21:48:10,62.55,149.6667,-31.74,78,97,3.29
379,Yar-Sale,RU,2021-02-02 21:39:22,66.8333,70.8333,6.03,95,99,6.49
380,Muisne,EC,2021-02-02 21:42:59,0.6,-80.0333,80.6,89,90,6.91
381,Ugoofaaru,MV,2021-02-02 21:44:30,5.6667,73.0,82.22,73,64,11.54
382,Torbay,CA,2021-02-02 21:39:33,47.6666,-52.7314,28.0,86,90,6.91
383,Ixtapa,MX,2021-02-02 21:48:10,20.7,-105.2,77.0,73,75,9.22
384,Kudahuvadhoo,MV,2021-02-02 21:44:31,2.6708,72.8944,82.27,73,99,11.65
385,Clonakilty,IE,2021-02-02 21:48:10,51.6231,-8.8706,45.0,93,40,11.5
386,Kontagora,NG,2021-02-02 21:48:11,10.3999,5.4695,78.96,17,0,5.44
387,Kulhudhuffushi,MV,2021-02-02 21:48:11,6.6221,73.07,80.73,73,8,2.53
388,Suntar,RU,2021-02-02 21:48:11,62.1444,117.6319,-35.09,80,94,9.62
389,Porkhov,RU,2021-02-02 21:48:11,57.765,29.5561,23.0,93,100,11.18
390,Luang Prabang,LA,2021-02-02 21:48:11,19.8856,102.1347,62.55,75,2,1.23
391,Tautira,PF,2021-02-02 21:48:11,-17.7333,-149.15,86.0,62,40,9.22
392,Honiara,SB,2021-02-02 21:43:34,-9.4333,159.95,78.26,87,89,8.39
393,Altay,CN,2021-02-02 21:48:12,47.8667,88.1167,13.78,79,88,1.54
394,Srednekolymsk,RU,2021-02-02 21:46:33,67.45,153.6833,-29.31,82,31,0.74
395,Fort Frances,CA,2021-02-02 21:46:26,48.5999,-93.4003,26.01,74,40,6.91
396,Lata,PT,2021-02-02 21:43:07,40.1629,-8.3327,57.0,93,100,5.01
397,Victor Harbor,AU,2021-02-02 21:48:12,-35.5667,138.6167,63.0,70,0,1.01
398,San Juan,AR,2021-02-02 21:48:12,-31.5375,-68.5364,74.35,30,85,9.1
399,Cartagena,CO,2021-02-02 21:48:09,10.3997,-75.5144,84.2,74,40,18.41
400,Eureka,US,2021-02-02 21:40:16,40.8021,-124.1637,54.0,67,34,5.01
401,Dumai,ID,2021-02-02 21:43:42,1.6833,101.45,73.11,90,99,3.42
402,Kloulklubed,PW,2021-02-02 21:48:12,7.0419,134.2556,82.27,75,35,13.49
403,Nome,US,2021-02-02 21:42:41,64.5011,-165.4064,12.2,62,75,20.71
404,Naze,JP,2021-02-02 21:44:04,28.3667,129.4833,55.4,58,75,10.36
405,Cap Malheureux,MU,2021-02-02 21:43:30,-19.9842,57.6142,79.0,78,13,4.0
406,Ketchikan,US,2021-02-02 21:44:40,55.3422,-131.6461,42.8,93,1,4.76
407,Radinac,RS,2021-02-02 21:48:13,44.6267,20.967,39.2,100,90,4.61
408,Taoudenni,ML,2021-02-02 21:43:12,22.6783,-3.9836,72.14,22,100,11.05
409,San Pedro,PH,2021-02-02 21:48:14,14.35,121.0167,75.99,83,20,11.23
410,Mexico,PH,2021-02-02 21:45:11,15.0646,120.7198,71.6,83,40,2.3
411,La Ronge,CA,2021-02-02 21:43:06,55.1001,-105.2842,17.6,93,100,10.36
412,Hambantota,LK,2021-02-02 21:42:48,6.1241,81.1185,77.0,79,42,16.44
413,Bokoro,TD,2021-02-02 21:48:14,12.3807,17.0568,77.47,16,0,12.48
414,Okhotsk,RU,2021-02-02 21:48:14,59.3833,143.3,-23.48,83,100,12.68
415,Iqaluit,CA,2021-02-02 21:43:06,63.7506,-68.5145,-18.4,69,90,1.16
416,Zemio,CF,2021-02-02 21:48:14,5.0314,25.1361,72.27,40,27,1.52
417,Riyadh,SA,2021-02-02 21:39:56,24.6877,46.7219,60.8,29,0,5.75
418,Batagay,RU,2021-02-02 21:48:15,67.6333,134.6333,-40.86,78,100,3.85
419,Longkou,CN,2021-02-02 21:48:15,37.6508,120.3286,28.85,85,0,14.12
420,Santa Cruz Do Sul,BR,2021-02-02 21:48:15,-29.7175,-52.4258,78.17,91,28,4.79
421,Atikokan,CA,2021-02-02 21:48:15,48.7555,-91.6216,25.41,97,91,4.59
422,Makinsk,KZ,2021-02-02 21:48:15,52.6292,70.4169,20.46,97,100,18.37
423,Chingirlau,KZ,2021-02-02 21:48:15,51.095,54.0814,34.09,93,100,12.03
424,Fort Nelson,CA,2021-02-02 21:44:44,58.8053,-122.7002,-7.6,71,90,8.05
425,Port-Cartier,CA,2021-02-02 21:44:33,50.0334,-66.8654,26.6,59,100,3.44
426,Kaka,TM,2021-02-02 21:48:16,37.3482,59.6143,44.55,62,0,7.54
427,Afyonkarahisar,TR,2021-02-02 21:48:16,38.75,30.6667,44.55,69,100,4.61
428,Presidencia Roque Saenz Pena,AR,2021-02-02 21:48:16,-26.7852,-60.4388,82.0,86,72,1.01
429,Songea,TZ,2021-02-02 21:48:16,-10.6833,35.65,63.81,96,32,2.1
430,Alice Springs,AU,2021-02-02 21:47:26,-23.7,133.8833,77.0,33,34,5.75
431,Tura,IN,2021-02-02 21:44:16,25.5198,90.2201,56.86,56,0,3.09
432,Santo Antonio Do Sudoeste,BR,2021-02-02 21:48:16,-26.0736,-53.7253,77.23,84,88,2.35
433,Limenaria,GR,2021-02-02 21:48:16,40.6261,24.5786,54.0,93,20,4.61
434,Kibala,TD,2021-02-02 21:48:17,9.1104,18.3463,75.2,50,0,5.44
435,Panguna,PG,2021-02-02 21:48:17,-6.3164,155.4848,75.54,89,100,1.36
436,Laakirchen,AT,2021-02-02 21:48:17,47.9819,13.8217,45.0,100,75,5.75
437,Dicabisagan,PH,2021-02-02 21:48:17,17.0818,122.4157,72.75,85,95,11.12
438,Kralendijk,BQ,2021-02-02 21:43:27,12.15,-68.2667,82.4,65,0,19.57
439,Joshimath,IN,2021-02-02 21:48:17,30.5667,79.5667,38.88,52,12,5.99
440,Ibotirama,BR,2021-02-02 21:48:17,-12.1853,-43.2206,83.26,52,96,0.72
441,Clovis,US,2021-02-02 21:44:30,36.8252,-119.7029,70.0,37,75,3.44
442,Copiapo,CL,2021-02-02 21:48:18,-27.3667,-70.3333,68.0,60,0,13.8
443,Balabac,PH,2021-02-02 21:48:18,7.9868,117.0645,79.52,82,98,9.93
444,Mitchell,US,2021-02-02 21:48:18,43.7094,-98.0298,26.6,86,90,13.8
445,Harbour Breton,CA,2021-02-02 21:48:18,47.4833,-55.7983,30.13,94,100,20.45
446,Krishnarajasagara,IN,2021-02-02 21:48:18,12.4089,76.5797,63.63,87,0,8.25
447,Komsomolskiy,UZ,2021-02-02 21:41:00,40.4272,71.7189,37.4,65,19,6.91
448,Beira,MZ,2021-02-02 21:48:18,-19.8436,34.8389,82.4,89,75,5.75
449,Yeniseysk,RU,2021-02-02 21:43:03,58.4497,92.1703,-4.79,92,100,0.76
450,Afua,BR,2021-02-02 21:48:19,-0.1567,-50.3867,77.45,90,98,5.77
451,Sandviken,SE,2021-02-02 21:48:19,60.6167,16.7667,19.0,81,100,5.99
452,Rockhampton,AU,2021-02-02 21:48:19,-23.3833,150.5,77.0,73,90,5.75
453,Damghan,IR,2021-02-02 21:48:19,36.1683,54.348,40.42,62,0,1.12
454,Mingguang,CN,2021-02-02 21:48:19,32.7802,117.9638,38.88,81,9,7.09
455,Corvallis,US,2021-02-02 21:48:19,44.5646,-123.262,51.01,66,75,14.97
456,Russell,US,2021-02-02 21:48:19,32.3502,-85.1999,53.6,24,1,14.97
457,Amahai,ID,2021-02-02 21:39:29,-3.3333,128.9167,78.96,78,100,4.34
458,Bajil,YE,2021-02-02 21:48:20,15.0584,43.2851,73.45,71,0,3.69
459,Isiro,CD,2021-02-02 21:48:20,2.7739,27.616,69.94,63,0,2.01
460,Todos Santos,MX,2021-02-02 21:48:20,23.45,-110.2167,73.0,64,72,3.0
461,Pa Daet,TH,2021-02-02 21:48:20,19.5049,99.9924,59.0,100,4,0.96
462,Zhicheng,CN,2021-02-02 21:48:20,30.2956,111.5047,43.0,96,0,2.13
463,Baykit,RU,2021-02-02 21:44:19,61.67,96.37,-8.73,86,100,2.62
464,Porbandar,IN,2021-02-02 21:48:20,21.6422,69.6093,69.06,57,13,8.86
465,Raga,SS,2021-02-02 21:48:20,8.4596,25.678,73.47,33,46,1.48
466,Belaya Gora,RU,2021-02-02 21:46:54,68.5333,146.4167,-26.86,86,60,2.66
467,Bianzhuang,CN,2021-02-02 21:48:21,34.8486,118.0447,31.32,94,0,4.34
468,Kahului,US,2021-02-02 21:45:57,20.8947,-156.47,77.0,65,40,6.91
469,Leh,IN,2021-02-02 21:48:21,34.1667,77.5833,6.31,65,100,1.14
470,Tokur,RU,2021-02-02 21:48:21,53.1333,132.9,-45.02,81,100,2.91
471,Madera,US,2021-02-02 21:48:21,37.1666,-119.8343,70.0,45,40,3.44
472,Fort Dodge,US,2021-02-02 21:48:21,42.4975,-94.168,24.8,86,90,9.22
473,Sola,VU,2021-02-02 21:43:30,-13.8833,167.55,84.2,84,75,21.94
474,Loiza,PR,2021-02-02 21:48:21,18.4313,-65.8802,84.2,54,40,9.22
475,Tateyama,JP,2021-02-02 21:48:21,34.9833,139.8667,37.4,65,20,11.5
476,Baiyin,CN,2021-02-02 21:48:21,36.5583,104.2081,25.0,40,0,6.71
477,Roald,NO,2021-02-02 21:48:22,62.5833,6.1333,23.0,93,20,4.61
478,Half Moon Bay,US,2021-02-02 21:43:46,37.4636,-122.4286,61.0,82,1,6.91
479,Avera,US,2021-02-02 21:43:18,33.194,-82.5271,51.8,35,1,17.27
480,Timmins,CA,2021-02-02 21:47:01,48.4669,-81.3331,17.6,67,75,10.36
481,Homer,US,2021-02-02 21:48:22,59.6425,-151.5483,19.99,58,90,6.91
482,Mount Isa,AU,2021-02-02 21:44:03,-20.7333,139.5,82.4,74,54,12.82
483,Guane,CU,2021-02-02 21:48:23,22.2025,-84.0875,70.57,57,27,10.45
484,Guiong,PH,2021-02-02 21:48:23,6.4186,122.0258,75.2,94,75,4.61
485,Harare,ZW,2021-02-02 21:48:23,-17.8294,31.0539,63.0,90,100,5.99
486,Kharp,RU,2021-02-02 21:48:23,66.8014,65.8081,9.93,93,100,3.42
487,Nueva Imperial,CL,2021-02-02 21:48:23,-38.7333,-72.95,86.0,37,0,12.66
488,Fairbanks,US,2021-02-02 21:40:02,64.8378,-147.7164,-14.01,69,1,4.59
489,Coquimbo,CL,2021-02-02 21:48:24,-29.9533,-71.3436,66.2,68,20,13.8
490,Mengcheng,CN,2021-02-02 21:48:24,33.2579,116.5655,38.71,85,0,6.24
491,Miri,MY,2021-02-02 21:48:24,4.4148,114.0089,77.0,94,40,5.75
492,Hirara,JP,2021-02-02 21:48:24,24.8,125.2833,62.6,63,75,12.66
493,Merrill,US,2021-02-02 21:48:24,45.1805,-89.6835,30.99,64,40,5.75
494,Mao,ES,2021-02-02 21:43:59,39.8885,4.2658,53.6,100,0,6.91
495,Leshukonskoye,RU,2021-02-02 21:48:24,64.8989,45.7622,15.91,96,100,9.57
496,Bathurst,AU,2021-02-02 21:48:24,-33.4166,149.5806,64.0,67,1,3.0
497,Back Mountain,US,2021-02-02 21:46:18,41.3359,-75.9963,30.99,79,100,3.0
498,Yarim,YE,2021-02-02 21:48:25,14.298,44.3779,46.9,49,11,6.53
499,North Platte,US,2021-02-02 21:48:25,41.1239,-100.7654,55.4,38,1,4.61
500,Nivala,FI,2021-02-02 21:48:25,63.9167,24.9667,-0.99,88,0,3.98
501,Ciudad Valles,MX,2021-02-02 21:48:25,21.9833,-99.0167,73.27,52,0,7.96
502,Nantucket,US,2021-02-02 21:44:24,41.2835,-70.0995,41.0,93,90,19.57
503,Kendari,ID,2021-02-02 21:44:43,-3.945,122.4989,75.47,92,100,3.89
504,Ajdabiya,LY,2021-02-02 21:48:25,30.7554,20.2263,58.35,69,23,5.41
505,Launceston,AU,2021-02-02 21:42:09,-41.45,147.1667,59.0,82,14,11.5
506,Qaqortoq,GL,2021-02-02 21:44:10,60.7167,-46.0333,23.0,58,90,3.44
507,Shelburne,CA,2021-02-02 21:43:43,44.0787,-80.2041,28.0,85,100,17.22
508,Luoyang,CN,2021-02-02 21:48:26,34.6836,112.4536,39.0,99,0,4.45
509,Miyako,JP,2021-02-02 21:48:26,39.6367,141.9525,20.98,89,7,5.99
510,Kongoussi,BF,2021-02-02 21:42:16,13.3258,-1.5347,73.63,16,0,10.65
511,Huarmey,PE,2021-02-02 21:43:19,-10.0681,-78.1522,74.19,68,10,10.47
512,Clinton,US,2021-02-02 21:48:26,42.587,-82.9199,32.0,64,40,18.41
513,Pisco,PE,2021-02-02 21:43:13,-13.7,-76.2167,82.4,51,0,17.27
514,Vila,PT,2021-02-02 21:48:27,42.0304,-8.1588,53.01,96,100,27.0
515,Tarko-Sale,RU,2021-02-02 21:43:37,64.9225,77.785,8.87,96,98,10.85
516,Abu Samrah,SY,2021-02-02 21:48:27,35.3029,37.1841,50.76,66,92,11.54
517,Jorochito,BO,2021-02-02 21:48:27,-18.05,-63.4333,84.2,74,75,14.97
518,Pouebo,NC,2021-02-02 21:48:27,-20.4,164.5667,75.69,79,100,10.6
519,Nabire,ID,2021-02-02 21:48:27,-3.3667,135.4833,76.21,87,100,3.53
520,Mananara,MG,2021-02-02 21:48:28,-16.1667,49.7667,75.47,88,56,5.26
521,Dakoro,NE,2021-02-02 21:48:28,14.5106,6.765,72.66,17,0,9.64
522,Abeche,TD,2021-02-02 21:48:28,13.8292,20.8324,74.34,18,0,11.79
523,Sao Joao Da Barra,BR,2021-02-02 21:48:28,-21.6403,-41.0511,78.8,69,0,20.71
524,Deogarh,IN,2021-02-02 21:48:28,21.5333,84.7333,52.99,41,0,1.66
525,Ishigaki,JP,2021-02-02 21:48:28,24.3448,124.1572,64.4,68,75,17.27
526,Itoman,JP,2021-02-02 21:44:09,26.1247,127.6694,57.2,62,20,9.22
527,Harper,LR,2021-02-02 21:38:42,4.375,-7.7169,78.46,88,12,5.73
528,Yaan,NG,2021-02-02 21:48:29,7.3833,8.5667,83.64,15,6,4.03
529,Mirnyy,RU,2021-02-02 21:48:29,62.5353,113.9611,-33.52,82,99,10.8
530,Ha Giang,VN,2021-02-02 21:48:29,22.8333,104.9833,64.31,83,85,0.45
531,Tecpan,GT,2021-02-02 21:48:30,14.7623,-90.9947,75.0,40,0,18.41
532,Adeje,ES,2021-02-02 21:48:30,28.1227,-16.726,64.4,77,75,8.05
533,Neuquen,AR,2021-02-02 21:48:30,-38.9516,-68.0591,84.2,23,0,3.44
534,Laguna,US,2021-02-02 21:44:06,38.421,-121.4238,57.99,88,90,6.91
535,Moundsville,US,2021-02-02 21:47:32,39.9203,-80.7431,30.2,43,20,21.85
536,Sonamukhi,IN,2021-02-02 21:48:30,23.3,87.4167,53.53,43,0,3.56
537,Darab,IR,2021-02-02 21:48:30,28.7519,54.5444,49.39,39,0,1.61
538,High Level,CA,2021-02-02 21:44:43,58.5169,-117.136,-5.8,77,90,17.27
539,Ankara,TR,2021-02-02 21:48:00,39.9199,32.8543,46.99,66,0,6.91
540,Mana,GF,2021-02-02 21:48:31,5.6592,-53.7767,77.63,86,85,14.54
541,Tarakan,ID,2021-02-02 21:44:27,3.3,117.6333,75.2,100,75,2.3
542,Jenbach,AT,2021-02-02 21:48:31,47.4013,11.7406,39.0,93,96,5.53
543,Maralal,KE,2021-02-02 21:48:32,1.0968,36.698,60.21,70,83,8.48
544,Bar Harbor,US,2021-02-02 21:46:06,44.3876,-68.2039,30.99,93,90,20.71
545,Voi,KE,2021-02-02 21:48:32,-3.3945,38.563,73.74,70,83,4.23
546,Harnosand,SE,2021-02-02 21:48:32,62.6323,17.9379,12.99,85,90,11.5
547,Beringovskiy,RU,2021-02-02 21:48:32,63.05,179.3167,8.28,95,100,7.0
548,Waingapu,ID,2021-02-02 21:48:32,-9.6567,120.2641,78.73,82,100,10.09
549,Pakokku,MM,2021-02-02 21:48:32,21.3333,95.1,60.85,39,0,1.99
550,Obo,CF,2021-02-02 21:48:32,5.3998,26.4869,75.27,34,9,1.52
551,At-Bashi,KG,2021-02-02 21:48:32,41.1702,75.8106,8.89,78,0,1.16
552,Xuanhua,CN,2021-02-02 21:48:32,40.6103,115.0447,17.64,66,100,2.82
553,Garmsar,IR,2021-02-02 21:44:23,35.2182,52.3409,45.5,54,0,1.03
554,Kangaatsiaq,GL,2021-02-02 21:48:33,68.3065,-53.4641,0.55,93,99,14.0
555,Sorland,NO,2021-02-02 21:43:00,67.667,12.6934,32.49,85,100,11.86
556,Qiqihar,CN,2021-02-02 21:48:33,47.3408,123.9672,-16.89,80,0,8.34
557,Oyama,JP,2021-02-02 21:44:26,36.3,139.8,42.01,80,20,1.14
558,Tongren,CN,2021-02-02 21:48:33,27.7172,109.1853,46.2,80,75,0.72
559,Rondonopolis,BR,2021-02-02 21:48:23,-16.4708,-54.6356,85.26,60,100,5.32
560,Matamoros,MX,2021-02-02 21:48:33,25.5333,-103.25,77.0,23,75,3.44
561,Payo,ID,2021-02-02 21:48:33,-3.7508,103.6372,72.95,96,100,2.73
562,Te Anau,NZ,2021-02-02 21:44:28,-45.4167,167.7167,64.98,69,99,1.45
563,Ndioum,SN,2021-02-02 21:48:34,16.5129,-14.6471,77.0,38,0,2.3
564,Menongue,AO,2021-02-02 21:47:38,-14.6585,17.691,65.07,77,100,1.34
565,Kurayoshi,JP,2021-02-02 21:48:34,35.4333,133.8167,35.6,86,75,11.5
566,Batsfjord,NO,2021-02-02 21:48:34,70.6345,29.7185,26.6,80,75,24.16
567,Pangody,RU,2021-02-02 21:42:52,65.85,74.4859,8.8,96,86,8.19
568,Tayu,ID,2021-02-02 21:48:34,-6.5397,111.0518,78.76,82,95,11.5
569,Samarai,PG,2021-02-02 21:43:25,-10.6167,150.6667,82.42,73,92,6.87
570,La Quinta,US,2021-02-02 21:48:34,33.6634,-116.31,78.8,21,1,5.75
571,Libreville,GA,2021-02-02 21:47:09,0.3925,9.4537,82.4,89,20,6.91
572,Kingisepp,RU,2021-02-02 21:48:35,59.3733,28.6134,22.28,96,100,9.33
573,Bichena,ET,2021-02-02 21:48:35,10.45,38.2,53.22,39,6,0.76
574,Marsa Matruh,EG,2021-02-02 21:44:01,31.3525,27.2453,60.8,94,0,6.91
575,Sabzevar,IR,2021-02-02 21:48:35,36.2126,57.6819,42.44,60,0,2.62
576,Mogapinyana,BW,2021-02-02 21:48:35,-22.3667,27.6,65.98,82,100,15.12
577,Vostok,RU,2021-02-02 21:38:26,46.4856,135.8833,-28.82,85,100,6.15
578,Venado Tuerto,AR,2021-02-02 21:43:03,-33.7456,-61.9688,71.01,88,100,4.0
579,La Rioja,ES,2021-02-02 21:44:57,42.25,-2.5,46.4,87,0,2.3
